frame_index,stage,duration_ms
260,frame_acquisition,33.08
239,detection,29.24
240,queue_frame,34.36
50,landmarks,152.61
50,queue_landmarks,0.11
51,queue_bbox,36.49
240,detection,31.48
241,queue_frame,32.76
261,frame_acquisition,33.07
241,detection,31.78
242,queue_frame,31.55
262,frame_acquisition,33.07
242,detection,31.65
243,queue_frame,30.18
263,frame_acquisition,33.07
50,visualization,104.36
243,detection,31.32
244,queue_frame,28.47
264,frame_acquisition,33.08
51,landmarks,146.96
244,detection,27.68
245,queue_frame,23.07
51,queue_landmarks,0.10
52,queue_bbox,27.82
265,frame_acquisition,33.08
245,detection,37.39
246,queue_frame,27.42
266,frame_acquisition,33.09
246,detection,36.00
247,queue_frame,30.32
267,frame_acquisition,33.09
268,frame_acquisition,33.10
247,detection,36.72
248,queue_frame,33.96
51,visualization,115.56
248,detection,32.18
249,queue_frame,33.05
269,frame_acquisition,33.11
52,landmarks,162.16
52,queue_landmarks,0.13
53,queue_bbox,52.19
270,frame_acquisition,33.08
249,detection,38.98
250,queue_frame,39.03
271,frame_acquisition,33.08
250,detection,39.32
251,queue_frame,45.32
272,frame_acquisition,33.11
251,detection,36.12
252,queue_frame,48.39
273,frame_acquisition,33.12
52,visualization,124.61
252,detection,35.58
253,queue_frame,50.75
274,frame_acquisition,33.18
253,detection,33.98
254,queue_frame,51.71
53,landmarks,172.70
53,queue_landmarks,0.10
54,queue_bbox,42.38
275,frame_acquisition,33.14
254,detection,37.32
255,queue_frame,55.78
276,frame_acquisition,33.08
255,detection,37.58
256,queue_frame,60.26
277,frame_acquisition,33.09
256,detection,36.77
257,queue_frame,64.06
278,frame_acquisition,33.16
53,visualization,121.27
257,detection,33.74
258,queue_frame,64.80
279,frame_acquisition,33.08
54,landmarks,162.81
54,queue_landmarks,0.13
55,queue_bbox,59.25
258,detection,31.92
259,queue_frame,63.57
280,frame_acquisition,33.13
259,detection,35.78
260,queue_frame,66.29
281,frame_acquisition,33.11
282,frame_acquisition,33.11
260,detection,39.83
261,queue_frame,39.90
283,frame_acquisition,33.12
54,visualization,115.03
261,detection,34.21
262,queue_frame,40.91
284,frame_acquisition,33.10
262,detection,29.69
263,queue_frame,37.32
55,landmarks,157.32
56,queue_bbox,40.69
55,queue_landmarks,0.11
285,frame_acquisition,33.08
263,detection,30.48
264,queue_frame,34.65
286,frame_acquisition,33.11
264,detection,33.35
265,queue_frame,34.83
287,frame_acquisition,33.08
265,detection,35.07
266,queue_frame,36.84
55,visualization,109.64
288,frame_acquisition,33.16
266,detection,34.30
267,queue_frame,38.02
289,frame_acquisition,33.08
56,landmarks,156.47
57,queue_bbox,68.34
56,queue_landmarks,0.16
267,detection,33.98
268,queue_frame,38.84
290,frame_acquisition,33.10
268,detection,37.45
269,queue_frame,43.23
291,frame_acquisition,33.12
269,detection,35.54
270,queue_frame,45.66
292,frame_acquisition,33.09
270,detection,33.61
271,queue_frame,46.11
56,visualization,114.96
293,frame_acquisition,33.10
271,detection,32.12
272,queue_frame,45.15
57,landmarks,154.46
57,queue_landmarks,0.14
58,queue_bbox,47.66
294,frame_acquisition,33.11
272,detection,30.46
273,queue_frame,42.40
295,frame_acquisition,33.08
273,detection,33.25
274,queue_frame,42.51
296,frame_acquisition,33.11
274,detection,34.52
275,queue_frame,43.95
297,frame_acquisition,33.09
57,visualization,110.51
275,detection,33.01
276,queue_frame,43.87
298,frame_acquisition,33.09
276,detection,29.54
277,queue_frame,40.31
58,landmarks,151.32
59,queue_bbox,35.52
58,queue_landmarks,0.14
299,frame_acquisition,33.11
277,detection,37.41
278,queue_frame,44.63
300,frame_acquisition,33.09
278,detection,37.78
279,queue_frame,49.30
301,frame_acquisition,33.08
279,detection,36.95
280,queue_frame,53.16
302,frame_acquisition,33.11
58,visualization,122.43
280,detection,34.24
281,queue_frame,54.24
303,frame_acquisition,33.08
59,landmarks,167.47
59,queue_landmarks,0.11
60,queue_bbox,61.11
281,detection,33.02
282,queue_frame,54.21
304,frame_acquisition,33.10
282,detection,33.94
283,queue_frame,55.10
305,frame_acquisition,33.08
283,detection,36.34
284,queue_frame,58.36
306,frame_acquisition,33.08
59,visualization,105.76
284,detection,33.71
285,queue_frame,59.00
307,frame_acquisition,33.08
285,detection,32.04
286,queue_frame,57.93
308,frame_acquisition,33.08
60,landmarks,155.90
60,queue_landmarks,0.08
61,queue_bbox,45.48
286,detection,31.47
287,queue_frame,56.34
309,frame_acquisition,33.09
287,detection,36.84
288,queue_frame,60.25
310,frame_acquisition,33.08
288,detection,30.03
289,queue_frame,57.18
311,frame_acquisition,33.08
60,visualization,105.68
289,detection,32.30
290,queue_frame,56.41
312,frame_acquisition,33.08
290,detection,26.22
291,queue_frame,49.59
61,landmarks,147.54
62,queue_bbox,29.95
61,queue_landmarks,0.08
313,frame_acquisition,33.08
291,detection,30.89
292,queue_frame,47.37
314,frame_acquisition,33.08
292,detection,30.48
293,queue_frame,44.75
315,frame_acquisition,33.08
293,detection,36.11
294,queue_frame,47.91
61,visualization,103.85
316,frame_acquisition,33.08
294,detection,33.12
295,queue_frame,47.94
317,frame_acquisition,33.08
62,landmarks,151.97
63,queue_bbox,57.97
62,queue_landmarks,0.10
295,detection,28.88
296,queue_frame,43.84
318,frame_acquisition,33.13
296,detection,31.40
297,queue_frame,42.01
319,frame_acquisition,33.08
297,detection,31.77
298,queue_frame,40.64
320,frame_acquisition,33.11
298,detection,33.57
299,queue_frame,41.18
62,visualization,108.54
321,frame_acquisition,33.08
299,detection,27.12
300,queue_frame,35.16
63,landmarks,145.38
64,queue_bbox,44.23
63,queue_landmarks,0.11
322,frame_acquisition,33.12
300,detection,32.21
