frame_index,stage,duration_ms
99,visualization,131.20
100,data_queue,147.48
450,bbox_calculation,84.24
451,bbox_calculation,72.52
452,bbox_calculation,71.79
453,bbox_calculation,70.65
454,bbox_calculation,76.23
100,landmarks,174.02
100,visualization,140.02
101,data_queue,80.67
455,bbox_calculation,96.23
456,bbox_calculation,75.67
457,bbox_calculation,72.94
101,landmarks,186.35
101,visualization,117.03
102,data_queue,135.79
458,bbox_calculation,70.48
459,bbox_calculation,66.03
460,bbox_calculation,71.18
461,bbox_calculation,66.79
102,landmarks,159.24
102,visualization,119.32
103,data_queue,133.41
462,bbox_calculation,68.93
463,bbox_calculation,71.50
464,bbox_calculation,64.94
465,bbox_calculation,70.34
466,bbox_calculation,68.21
103,landmarks,156.46
103,visualization,122.69
104,data_queue,69.63
467,bbox_calculation,67.26
468,bbox_calculation,66.90
469,bbox_calculation,68.96
470,bbox_calculation,71.71
104,landmarks,157.84
104,visualization,124.44
105,data_queue,80.38
471,bbox_calculation,62.41
472,bbox_calculation,63.53
473,bbox_calculation,67.22
474,bbox_calculation,68.78
105,landmarks,141.05
105,visualization,117.35
106,data_queue,73.96
475,bbox_calculation,67.72
476,bbox_calculation,66.06
477,bbox_calculation,66.76
478,bbox_calculation,68.50
106,landmarks,153.54
106,visualization,116.12
107,data_queue,74.23
479,bbox_calculation,70.61
480,bbox_calculation,64.85
481,bbox_calculation,68.72
482,bbox_calculation,70.76
107,landmarks,160.52
107,visualization,115.19
108,data_queue,77.00
483,bbox_calculation,64.15
484,bbox_calculation,67.05
485,bbox_calculation,69.43
486,bbox_calculation,69.29
108,landmarks,144.52
108,visualization,122.71
109,data_queue,72.67
487,bbox_calculation,68.15
488,bbox_calculation,70.20
489,bbox_calculation,78.74
109,landmarks,153.30
109,visualization,122.40
110,data_queue,140.77
490,bbox_calculation,67.82
491,bbox_calculation,64.98
492,bbox_calculation,69.75
493,bbox_calculation,68.71
110,landmarks,134.26
110,visualization,101.92
111,data_queue,95.48
494,bbox_calculation,67.01
495,bbox_calculation,66.60
496,bbox_calculation,70.08
497,bbox_calculation,67.09
111,landmarks,136.37
111,visualization,109.85
112,data_queue,69.24
498,bbox_calculation,65.55
499,bbox_calculation,63.68
112,landmarks,147.01
112,visualization,112.03
113,data_queue,132.10
113,landmarks,164.10
113,visualization,109.82
